OFFICIAL DRAW FOR YORKTON      
Performance: 1. Friday 4 @ 7:00PM
Performance: 2. Saturday 5 @ 7:00PM
EVENT|CCA#|MEMBER NAME|LOCALE|STOCK NAME/DESCRIPTION
TEAM ROPING|5462C|    LEEPART MIKE(F) (PERF # 2. Saturday 5 @ 7:00PM)|BRANDON, MB|
TEAM ROPING|3724C| 16. WILLIAMS KEVIN(F) (PERF # 2. Saturday 5 @ 7:00PM)|GLENAVON, SK|
TEAM ROPING|3955C|    DUNHAM BRUCE(H) (PERF # 2. Saturday 5 @ 7:00PM)|INDIAN HEAD, SK|
TEAM ROPING|7253C| 17. MCLEOD TEE(H) (PERF # 2. Saturday 5 @ 7:00PM)|WALDECK, SK|
TEAM ROPING|2244C|    MCLEOD SCOTT(F) (PERF # 2. Saturday 5 @ 7:00PM)|WALDECK SK|
JUNIOR STEER RIDING||PERFORMANCE: 1||
JUNIOR STEER RIDING|| ||
JUNIOR STEER RIDING|J6940C| 1. KMITA KOBE (PERF # 1. Friday 4 @ 7:00PM)|WEYBURN, SK|Y001 
JUNIOR STEER RIDING|J7477| 2. FITZPATRICK CODY (PERF # 1. Friday 4 @ 7:00PM)|GLEN EWEN, SK|Y002 
JUNIOR STEER RIDING|J7517| 3. MCDONALD KADE (PERF # 1. Friday 4 @ 7:00PM)|MELVILLE, SK|Y003 
JUNIOR STEER RIDING|J7285C| 4. OZIRNEY JADEN (PERF # 1. Friday 4 @ 7:00PM)|GRENFELL, SK|Y004 
JUNIOR STEER RIDING|J7481| 5. SKENE TANNER (PERF # 1. Friday 4 @ 7:00PM)|PRINCE ALBERT, SK|Y005 
JUNIOR STEER RIDING|J7314| 6. SKENE TYLER (PERF # 1. Friday 4 @ 7:00PM)|PRINCE ALBERT, SK|Y006 
JUNIOR STEER RIDING||PERFORMANCE: 2||
JUNIOR STEER RIDING|| ||
JUNIOR STEER RIDING|M2882| 1. GARVEY DAWSON (PERF # 2. Saturday 5 @ 7:00PM)|MRCA|Y007 
JUNIOR STEER RIDING|M2884| 2. GARVEY KATELYN (PERF # 2. Saturday 5 @ 7:00PM)|MRCA|Y008 
JUNIOR STEER RIDING|J7271| 3. TONITA STEFAN (PERF # 2. Saturday 5 @ 7:00PM)|SASKATOON, SK|Y009 
JUNIOR STEER RIDING|J7495| 4. PATON KADEN (PERF # 2. Saturday 5 @ 7:00PM)|CARNDUFF, SK|Y010 
JUNIOR STEER RIDING|J7330| 5. MARSHALL ORRIN (PERF # 2. Saturday 5 @ 7:00PM)|CORONACH, SK|Y011 
JUNIOR STEER RIDING|J6941C| 6. KORNFELD COLT (PERF # 2. Saturday 5 @ 7:00PM)|VAL MARIE, SK|Y012 
